ref,codigo,descripcion,valor,tipo
212129,870306,TOMOGRAFIA LINEAL DE MAXILAR INFERIOR (55),31425,diagnostico
870306,212130,E21126,8440,diagnostico
212130,E21126,PROYECCIONES ADICIONALES (54),8440,diagnostico
212131,870301,POLITOMOGRAFIA DE MASTOIDES (UNILATERALO BILATERAL),84985,diagnostico
870301,212131,POLITOMOGRAFIA DE CONDUCTOS AUDITIVOS INTERNOS,84985,diagnostico
212131,870302,POLITOMOGRAFIA DE CONDUCTOS AUDITIVOS INTERNOS,84985,diagnostico
870302,212131,POLITOMOGRAFIA DE ARTICULACIONES TEMPOROMANDIBULARES,84985,diagnostico
212131,870303,POLITOMOGRAFIA DE ARTICULACIONES TEMPOROMANDIBULARES,84985,diagnostico
870303,212131,POLITOMOGRAFIA DE RINOFARINGE,84985,diagnostico
212131,870307,POLITOMOGRAFIA DE RINOFARINGE,84985,diagnostico
870307,212131,POLITOMOGRAFIA SEMIAXIAL DE NARIZ,84985,diagnostico
212131,870308,POLITOMOGRAFIA SEMIAXIAL DE NARIZ,84985,diagnostico
870308,212132,TOMOGRAFIA FUNCIONAL DE LARINGE,48655,diagnostico
212132,870310,TOMOGRAFIA FUNCIONAL DE LARINGE,48655,diagnostico
870310,211133,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO (237),21980,diagnostico
211133,870601,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO (237),21980,diagnostico
870601,211133,RADIOGRAFIA DE CAVUM FARINGEO,21980,diagnostico
211133,870602,RADIOGRAFIA DE CAVUM FARINGEO,21980,diagnostico
870602,211133,RADIOGRAFIA DE FARINGE [FARINGOGRAFIA],21980,diagnostico
211133,870603,RADIOGRAFIA DE FARINGE [FARINGOGRAFIA],21980,diagnostico
870603,212440,M21452,54990,diagnostico
212440,M21452,FLUOROSCOPIA PARA CUERPO EXTRAÑO ENDO-OCULAR (SWEET),54990,diagnostico
211141,871010,RADIOGRAFIA DE COLUMNA CERVICAL,24055,diagnostico
871010,211141,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,24055,diagnostico
211141,871019,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,24055,diagnostico
871019,211142,RADIOGRAFIA DE COLUMNA TORACICA,23545,diagnostico
211142,871020,RADIOGRAFIA DE COLUMNA TORACICA,23545,diagnostico
871020,211142,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,23545,diagnostico
211142,871030,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,23545,diagnostico
871030,211143,RADIOGRAFIA DE COLUMNA LUMBOSACRA,29340,diagnostico
211143,871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,29340,diagnostico
871040,211144,RADIOGRAFIA DE SACRO COCCIX,23685,diagnostico
211144,871050,RADIOGRAFIA DE SACRO COCCIX,23685,diagnostico
871050,212145,M21144,40940,diagnostico
212145,M21144,TEST DE ESCOLIOSIS,40940,diagnostico
211146,M21145,"PROYECCIONES DINÁMICAS O ADICIONALES. TOMOGRAFÍA LINEAL DE COLUMNA; AL VALOR DEL EXAMEN, AGREGAR",8440,diagnostico
212147,871404,"TOMOGRAFIA LINEAL DE COLUMNA (CERVICAL, TORACICA O LUMBAR) (238)",38540,diagnostico
211201,871111,RADIOGRAFIA DE REJA COSTAL,20660,diagnostico
871111,211201,"RADIOGRAFIA DE TORAX (P.A.ó A.P.y LATERAL, DECUBITO LATERAL, OBLICUAS ó LATERAL CON BARIO)",20660,diagnostico
211201,871121,"RADIOGRAFIA DE TORAX (P.A.ó A.P.y LATERAL, DECUBITO LATERAL, OBLICUAS ó LATERAL CON BARIO)",20660,diagnostico
871121,211202,"FLUOROSCOPIA PULMONAR, MOVILIDAD - DIAFRAGMATICA",13785,diagnostico
211202,871181,"FLUOROSCOPIA PULMONAR, MOVILIDAD - DIAFRAGMATICA",13785,diagnostico
871181,211203,RADIOGRAFIA DE ESTERNON,18875,diagnostico
211203,871112,RADIOGRAFIA DE ESTERNON,18875,diagnostico
871112,211203,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,18875,diagnostico
211203,871129,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,18875,diagnostico
871129,212204,"RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO",39795,diagnostico
212204,871208,"RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO",39795,diagnostico
871208,211205,APICOGRAMA (55),10895,diagnostico
211205,871202,APICOGRAMA (55),10895,diagnostico
871202,212206,M21206,69650,diagnostico
212206,M21206,TOMOGRAFÍA DE TÓRAX A.P.,69650,diagnostico
212207,871402,TOMOGRAFIA DE TORAX EN DOS PROYECCIONES,81695,diagnostico
871402,212208,TOMOGRAFIA DE MEDIASTINO Y TRAQUEA,81820,diagnostico
212208,871403,TOMOGRAFIA DE MEDIASTINO Y TRAQUEA,81820,diagnostico
871403,212209,XEROMAMOGRAFIA O MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA,57780,diagnostico
212209,876801,XEROMAMOGRAFIA O MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA,57780,diagnostico
876801,211210,"XEROMAMOGRAFIA O MAMOGRAFIA, BILATERAL",73100,diagnostico
211210,876802,"XEROMAMOGRAFIA O MAMOGRAFIA, BILATERAL",73100,diagnostico
876802,212211,FLUOROSCOPIA COMO GUÌA DE PROCEDIMIENTOS QUIRURGICOS O INTERVENCIONISTAS EN TORAX (349),66160,diagnostico
212211,871182,FLUOROSCOPIA COMO GUÌA DE PROCEDIMIENTOS QUIRURGICOS O INTERVENCIONISTAS EN TORAX (349),66160,diagnostico
871182,M21209,POLITOMOGRAFIA DE TORAX,48170,diagnostico
211301,872002,RADIOGRAFIA DE ABDOMEN SIMPLE,24370,diagnostico
872002,211302,RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO),32350,diagnostico
211302,872011,RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO),32350,diagnostico
872011,212303,PIELOGRAFIA RETROGRADA O ANTEROGRADA,34320,diagnostico
212303,877815,PIELOGRAFIA RETROGRADA O ANTEROGRADA,34320,diagnostico
877815,212303,PIELOGRAFIA RETROGRADA A TRAVES DE CATETER DEJADO EN EL URETER O A TRAVES DE URETEROSTOMIA,34320,diagnostico
212303,877814,PIELOGRAFIA RETROGRADA A TRAVES DE CATETER DEJADO EN EL URETER O A TRAVES DE URETEROSTOMIA,34320,diagnostico
877814,212304,UROGRAFIA INTRAVENOSA (342),54795,diagnostico
212304,877802,UROGRAFIA INTRAVENOSA (342),54795,diagnostico
877802,212305,UROGRAFIA CON NEFROTOMOGRAFIA,64805,diagnostico
212305,877801,UROGRAFIA CON NEFROTOMOGRAFIA,64805,diagnostico
877801,M21305,E21305,37310,diagnostico
213451,872780,FLUOROSCOPIA GUIA PARA LITOTRIPSIA O DISOLUCION DE CALCULOS RENALES,123910,diagnostico
872780,213448,"FLUOROSCOPIA GUIA EN PROCEDIMIENTO INTERVENCIONISTA O QUIRURGICO EN VIAS DIGESTIVAS, RIÑÒN Y TRACTO URINARIO (343)",125340,diagnostico
213448,872070,"FLUOROSCOPIA GUIA EN PROCEDIMIENTO INTERVENCIONISTA O QUIRURGICO EN VIAS DIGESTIVAS, RIÑÒN Y TRACTO URINARIO (343)",125340,diagnostico
212320,872510,COLECISTOGRAFIA ORAL,39580,diagnostico
872510,212321,M21322,37310,diagnostico
212321,M21322,COLANGIOGRAFÍA OPERATORIA,37310,diagnostico
212322,M21323,COLANGIOGRAFÍA POST-OPERATORIA,30390,diagnostico
212325,872520,COLANGIOGRAFIA - TOMOGRAFIA,55135,diagnostico
872520,212326,COLECISTOGRAFIA- TOMOGRAFIA,47390,diagnostico
212326,872530,COLECISTOGRAFIA- TOMOGRAFIA,47390,diagnostico
872530,212327,FLUOROSCOPIA GUIA PARA PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA EN VIAS BILIARES (416),47390,diagnostico
212327,872580,FLUOROSCOPIA GUIA PARA PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA EN VIAS BILIARES (416),47390,diagnostico
212330,871320,RADIOGRAFIA DE ESOFAGO,25755,diagnostico
871320,212331,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL",56695,diagnostico
212331,872123,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL",56695,diagnostico
872123,212332,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO)",59520,diagnostico
212332,872121,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO)",59520,diagnostico
872121,212333,RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL,52925,diagnostico
212333,872101,RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL,52925,diagnostico
872101,212334,RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE,64990,diagnostico
212334,872102,RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE,64990,diagnostico
872102,212336,RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA,53400,diagnostico
212336,872104,RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA,53400,diagnostico
872104,212336,RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE,60225,diagnostico
212336,872105,RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE,60225,diagnostico
872105,212337,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE",65830,diagnostico
212337,872122,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE",65830,diagnostico
872122,212338,FARINGOGRAFIA Y ESOFAGOGRAMA CON CINE O VIDEO [ESTUDIO DE LA DEGLUCION],133360,diagnostico
212338,874910,FARINGOGRAFIA Y ESOFAGOGRAMA CON CINE O VIDEO [ESTUDIO DE LA DEGLUCION],133360,diagnostico
874910,M21336,E21336,53400,diagnostico
213400,874111,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),520645,diagnostico
874111,213400,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
213400,874113,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
874113,213400,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),520645,diagnostico
213400,874121,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),520645,diagnostico
874121,213400,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
213400,874123,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
874123,213400,ARTERIOGRAFIA DE CAROTIDA BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (56),520645,diagnostico
213400,874125,ARTERIOGRAFIA DE CAROTIDA BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (56),520645,diagnostico
874125,213400,ARTERIOGRAFIA VERTEBRAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
213400,874131,ARTERIOGRAFIA VERTEBRAL SELECTIVA EXTRACRANEANA (56),310030,diagnostico
874131,213400,ARTERIOGRAFIA DE VERTEBRAL BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (350),520645,diagnostico
213400,874134,ARTERIOGRAFIA DE VERTEBRAL BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (350),520645,diagnostico
874134,213401,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA INTRACRANEANA (57),685640,diagnostico
213401,874112,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA INTRACRANEANA (57),685640,diagnostico
874112,213401,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
213401,874114,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
874114,213401,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA INTRACRANENANA (57),685640,diagnostico
213401,874122,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA INTRACRANENANA (57),685640,diagnostico
874122,213401,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
213401,874124,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
874124,213401,ARTERIOGRAFIA VERTEBRAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
213401,874132,ARTERIOGRAFIA VERTEBRAL SELECTIVA INTRACRANEANA (57),411385,diagnostico
874132,213401,ARTERIOGRAFIA VERTEBRAL BILATERAL SELECTIVA CON CAROTIDAS (PANANGIOGRAFIA) (351),788485,diagnostico
213401,874133,ARTERIOGRAFIA VERTEBRAL BILATERAL SELECTIVA CON CAROTIDAS (PANANGIOGRAFIA) (351),788485,diagnostico
874133,213402,CISTERNOGRAFIA SOD,483030,diagnostico
213402,874200,CISTERNOGRAFIA SOD,483030,diagnostico
874200,213402,VENOGRAFIA SELECTIVA DIAGNOSTICA DE CABEZA Y CUELLO (UNO O MAS VASOS) SOD (352),483030,diagnostico
213402,874300,VENOGRAFIA SELECTIVA DIAGNOSTICA DE CABEZA Y CUELLO (UNO O MAS VASOS) SOD (352),483030,diagnostico
874300,213403,"ANGIOGRAFIA ESPINAL POR SEGMENTO (CERVICAL, TORACICO O LUMBAR) SOD",472495,diagnostico
213403,875100,"ANGIOGRAFIA ESPINAL POR SEGMENTO (CERVICAL, TORACICO O LUMBAR) SOD",472495,diagnostico
875100,213404,MIELOGRAFIA CERVICAL,263920,diagnostico
213404,875510,MIELOGRAFIA CERVICAL,263920,diagnostico
875510,213405,MIELOGRAFIA TOTAL DE COLUMNA (364),431655,diagnostico
213405,875501,MIELOGRAFIA TOTAL DE COLUMNA (364),431655,diagnostico
875501,213405,MIELOGRAFIA TORACICA,167740,diagnostico
213405,875520,MIELOGRAFIA TORACICA,167740,diagnostico
875520,213405,MIELOGRAFIA LUMBAR,167740,diagnostico
213405,875530,MIELOGRAFIA LUMBAR,167740,diagnostico
875530,213406,DISCOGRAFIA CERVICAL (UN DISCO),150760,diagnostico
213406,875411,DISCOGRAFIA CERVICAL (UN DISCO),150760,diagnostico
875411,213406,DISCOGRAFIA SEGMENTO TORACICO (UN DISCO),150760,diagnostico
213406,875421,DISCOGRAFIA SEGMENTO TORACICO (UN DISCO),150760,diagnostico
875421,213406,DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO),150760,diagnostico
213406,875431,DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO),150760,diagnostico
875431,213406,"DISCOGRAFIA LUMBOSACRA, (UN DISCO)",150760,diagnostico
213406,875441,"DISCOGRAFIA LUMBOSACRA, (UN DISCO)",150760,diagnostico
875441,213407,DISCOGRAFIA CERVICAL (DOS O MAS DISCOS),379795,diagnostico
213407,875412,DISCOGRAFIA CERVICAL (DOS O MAS DISCOS),379795,diagnostico
875412,213407,DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS),379795,diagnostico
213407,875422,DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS),379795,diagnostico
875422,213407,DISCOGRAFIA DE SEGMENTO LUMBAR (DOS O MAS DISCOS),379795,diagnostico
213407,875432,DISCOGRAFIA DE SEGMENTO LUMBAR (DOS O MAS DISCOS),379795,diagnostico
875432,213407,"DISCOGRAFIA LUMBOSACRA, (DOS O MAS DISCOS)",379795,diagnostico
213407,875442,"DISCOGRAFIA LUMBOSACRA, (DOS O MAS DISCOS)",379795,diagnostico
875442,213408,ARTERIOGRAFIA RENAL BILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,531050,diagnostico
213408,877121,ARTERIOGRAFIA RENAL BILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,531050,diagnostico
877121,213408,ARTERIOGRAFIA RENAL UNILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,318630,diagnostico
213408,877122,ARTERIOGRAFIA RENAL UNILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,318630,diagnostico
877122,213409,ARTERIOGRAFIA PERIFERICA A TRAVES DE CATETER PREVIAMENTE COLOCADO,129980,diagnostico
213409,878912,ARTERIOGRAFIA PERIFERICA A TRAVES DE CATETER PREVIAMENTE COLOCADO,129980,diagnostico
878912,213410,ESPLENOPORTOGRAFIA ARTERIAL,242825,diagnostico
213410,877161,ESPLENOPORTOGRAFIA ARTERIAL,242825,diagnostico
877161,213411,AORTOGRAMA TORACICO,230830,diagnostico
213411,876110,AORTOGRAMA TORACICO,230830,diagnostico
876110,213412,AORTOGRAMA ABDOMINAL POR CATETERISMO BRAQUIAL RETROGRADO O POR CATETERISMO FEMORAL,230830,diagnostico
213412,872201,AORTOGRAMA ABDOMINAL POR CATETERISMO BRAQUIAL RETROGRADO O POR CATETERISMO FEMORAL,230830,diagnostico
872201,213412,AORTOGRAMA ABDOMINAL,230830,diagnostico
213412,877110,AORTOGRAMA ABDOMINAL,230830,diagnostico
877110,213412,AORTOGRAMA ABDOMINAL POR SERIOGRAFIA,230830,diagnostico
213412,877111,AORTOGRAMA ABDOMINAL POR SERIOGRAFIA,230830,diagnostico
877111,213413,ARTERIOGRAFIA PULMONAR,304165,diagnostico
213413,876130,ARTERIOGRAFIA PULMONAR,304165,diagnostico
876130,213413,ARTERIOGRAFIA PULMONAR NO SELECTIVA O POR INYECCION VENOSA,125175,diagnostico
213413,876137,ARTERIOGRAFIA PULMONAR NO SELECTIVA O POR INYECCION VENOSA,125175,diagnostico
876137,213413,FLEBOGRAFIA TORACICA: VENAS PULMONARES,178250,diagnostico
213413,876320,FLEBOGRAFIA TORACICA: VENAS PULMONARES,178250,diagnostico
876320,213414,ARTERIOGRAFIA TORACICA DE ARTERIA MAMARIA INTERNA (58),399955,diagnostico
213414,876140,ARTERIOGRAFIA TORACICA DE ARTERIA MAMARIA INTERNA (58),399955,diagnostico
876140,213414,ARTERIOGRAFIA SELECTIVA TORACICA DE OTROS VASOS NCOC (58),399955,diagnostico
213414,876190,ARTERIOGRAFIA SELECTIVA TORACICA DE OTROS VASOS NCOC (58),399955,diagnostico
876190,213414,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD SUPERIOR (58),373120,diagnostico
213414,878101,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD SUPERIOR (58),373120,diagnostico
878101,213414,ARTERIOGRAFIA PERIFERICA DE MIEMBROS SUPERIORES BILATERAL CON AORTOGRAMA TORACICO,624770,diagnostico
213414,878111,ARTERIOGRAFIA PERIFERICA DE MIEMBROS SUPERIORES BILATERAL CON AORTOGRAMA TORACICO,624770,diagnostico
878111,213415,ARTERIOGRAFIA SUPRARRENAL BILATERAL SELECTIVA,475455,diagnostico
213415,877131,ARTERIOGRAFIA SUPRARRENAL BILATERAL SELECTIVA,475455,diagnostico
877131,213415,ARTERIOGRAFIA SUPRARRENAL UNILATERAL SELECTIVA,325970,diagnostico
213415,877132,ARTERIOGRAFIA SUPRARRENAL UNILATERAL SELECTIVA,325970,diagnostico
877132,213415,"ARTERIOGRAFIA ABDOMINAL SELECTIVA DE ARTERIA GASTRODUODENAL, O TRONCO CELIACO, O MESENTERICA SUPERIOR O MESENTERICA INFERIOR",543280,diagnostico
213415,877141,"ARTERIOGRAFIA ABDOMINAL SELECTIVA DE ARTERIA GASTRODUODENAL, O TRONCO CELIACO, O MESENTERICA SUPERIOR O MESENTERICA INFERIOR",543280,diagnostico
877141,213415,ARTERIOGRAFIA PELVICA SELECTIVA O SUPRASELECTIVA,325970,diagnostico
213415,877171,ARTERIOGRAFIA PELVICA SELECTIVA O SUPRASELECTIVA,325970,diagnostico
877171,213416,ARTERIOGRAFIA PULMONAR BILATERAL CON CATETERISMO DERECHO,635095,diagnostico
213416,876131,ARTERIOGRAFIA PULMONAR BILATERAL CON CATETERISMO DERECHO,635095,diagnostico
876131,213416,ARTERIOGRAFIA PULMONAR BILATERAL SELECTIVA,478270,diagnostico
213416,876132,ARTERIOGRAFIA PULMONAR BILATERAL SELECTIVA,478270,diagnostico
876132,213417,AORTOGRAMA ABDOMINAL Y ESTUDIO DE MIEMBROS INFERIORES,543280,diagnostico
213417,872202,AORTOGRAMA ABDOMINAL Y ESTUDIO DE MIEMBROS INFERIORES,543280,diagnostico
872202,213417,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD INFERIOR POR PUNCION (151),300015,diagnostico
213417,878201,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD INFERIOR POR PUNCION (151),300015,diagnostico
878201,213417,ARTERIOGRAFIA PERIFERICA DE MIEMBROS INFERIORES BILATERAL CON AORTOGRAMA ABDOMINAL,543280,diagnostico
213417,878211,ARTERIOGRAFIA PERIFERICA DE MIEMBROS INFERIORES BILATERAL CON AORTOGRAMA ABDOMINAL,543280,diagnostico
878211,213418,OCLUSION DE VASOS DE MIEMBROS SUPERIORES POR VIA ENDOVASCULAR (78),358385,diagnostico
213418,385320,OCLUSION DE VASOS DE MIEMBROS SUPERIORES POR VIA ENDOVASCULAR (78),358385,diagnostico
385320,213418,OCLUSION DE VASOS TORACICOS POR VIA ENDOVASCULAR,358385,diagnostico
213418,385520,OCLUSION DE VASOS TORACICOS POR VIA ENDOVASCULAR,358385,diagnostico
385520,213418,OCLUSION DE ARTERIAS ABDOMINALES POR VIA ENDOVASCULAR,358385,diagnostico
213418,385620,OCLUSION DE ARTERIAS ABDOMINALES POR VIA ENDOVASCULAR,358385,diagnostico
385620,213418,OCLUSION DE VENAS INTRAABDOMINALES POR VIA ENDOVASCULAR,358385,diagnostico
213418,385720,OCLUSION DE VENAS INTRAABDOMINALES POR VIA ENDOVASCULAR,358385,diagnostico
385720,213418,OCLUSION DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,358385,diagnostico
213418,385820,OCLUSION DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,358385,diagnostico
385820,213418,OCLUSION DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,358385,diagnostico
213418,385920,OCLUSION DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,358385,diagnostico
385920,213418,REPARACION DE FISTULA ARTERIOVENOSA POR EMBOLIZACION,358385,diagnostico
213418,395302,REPARACION DE FISTULA ARTERIOVENOSA POR EMBOLIZACION,358385,diagnostico
395302,213419,FARMACOANGIOGRAFIA PERCUTANEA,291145,diagnostico
213419,878922,FARMACOANGIOGRAFIA PERCUTANEA,291145,diagnostico
878922,213420,ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON NCOC (59),717465,diagnostico
213420,395060,ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON NCOC (59),717465,diagnostico
395060,213420,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON (59)",717465,diagnostico
213420,395080,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON (59)",717465,diagnostico
395080,213421,ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES (59),717465,diagnostico
213421,395030,ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES (59),717465,diagnostico
395030,213422,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE VASOS DE CABEZA Y CUELLO, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",914970,diagnostico
213422,395021,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE VASOS DE CABEZA Y CUELLO, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",914970,diagnostico
395021,213422,"ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES , CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",914970,diagnostico
213422,395031,"ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES , CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",914970,diagnostico
395031,213423,"ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",914970,diagnostico
213423,395061,"ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",914970,diagnostico
395061,213423,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON, PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",914970,diagnostico
213423,395081,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON, PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",914970,diagnostico
395081,213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA CAROTIDA (150),717465,diagnostico
213424,395012,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA CAROTIDA (150),717465,diagnostico
395012,213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA VERTEBRAL (150) (352),717465,diagnostico
213424,395013,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA VERTEBRAL (150) (352),717465,diagnostico
395013,213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR (150) (352),717465,diagnostico
213424,395014,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR (150) (352),717465,diagnostico
395014,213426,"ANGIOPLASTIA DE ARTERIA CAROTIDA, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
213426,395015,"ANGIOPLASTIA DE ARTERIA CAROTIDA, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
395015,213426,"ANGIOPLASTIA ARTERIA VERTEBRAL, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
213426,395016,"ANGIOPLASTIA ARTERIA VERTEBRAL, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
395016,213426,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
213426,395017,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",898095,diagnostico
395017,213429,TROMBOLISIS ARTERIAL ABDOMINAL VIA ENDOVASCULAR (198),291145,diagnostico
