codigo,descripcion,ref,tipo,uvr,valor
886013,OSTEODENSITOMETRIA PERIFERICA POR ABSORCION DUAL DE RAYOS X [DEXA] (366),212114,diagnostico,,11460
870004,RADIOGRAFIA DE SILLA TURCA,211120,diagnostico,,19720
211120,RADIOGRAFIA DE CARA (PERFILOGRAMA),870004,diagnostico,,19720
870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),211120,diagnostico,,19720
211120,RADIOGRAFIA DE MALAR,870101,diagnostico,,19720
870104,RADIOGRAFIA DE MALAR,211120,diagnostico,,19720
211120,RADIOGRAFIA DE ARCO CIGOMATICO,870104,diagnostico,,19720
870105,RADIOGRAFIA DE ARCO CIGOMATICO,211120,diagnostico,,19720
211120,RADIOGRAFIA DE HUESOS NASALES,870105,diagnostico,,19720
870107,RADIOGRAFIA DE HUESOS NASALES,211120,diagnostico,,19720
211120,RADIOGRAFIA DE MAXILAR SUPERIOR,870107,diagnostico,,19720
870112,RADIOGRAFIA DE MAXILAR SUPERIOR,211120,diagnostico,,19720
211121,RADIOGRAFIA DE ORBITAS,870112,diagnostico,,19840
870102,RADIOGRAFIA DE ORBITAS,211121,diagnostico,,19840
211121,RADIOGRAFIA DE AGUJEROS OPTICOS,870102,diagnostico,,19840
870103,RADIOGRAFIA DE AGUJEROS OPTICOS,211121,diagnostico,,19840
211121,RADIOGRAFIA DE SENOS PARANASALES,870103,diagnostico,,19840
870108,RADIOGRAFIA DE SENOS PARANASALES,211121,diagnostico,,19840
211121,RADIOGRAFIA DE MAXILAR INFERIOR,870108,diagnostico,,19840
870113,RADIOGRAFIA DE MAXILAR INFERIOR,211121,diagnostico,,19840
211121,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR (ATM),870113,diagnostico,,19840
870131,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR (ATM),211121,diagnostico,,19840
211122,RADIOGRAFIA DE CRANEO SIMPLE,870131,diagnostico,,21465
870001,RADIOGRAFIA DE CRANEO SIMPLE,211122,diagnostico,,21465
211123,RADIOGRAFIA DE BASE DE CRANEO,870001,diagnostico,,14475
870003,RADIOGRAFIA DE BASE DE CRANEO,211123,diagnostico,,14475
211124,"RADIOGRAFIA PANORAMICA DE MAXILARES, SUPERIOR E INFERIOR (ORTOPANTOMOGRAFIA)",870003,diagnostico,,13125
870114,"RADIOGRAFIA PANORAMICA DE MAXILARES, SUPERIOR E INFERIOR (ORTOPANTOMOGRAFIA)",211124,diagnostico,,13125
211127,PERFILOGRAMA CON CEFALOMETRIA,870114,diagnostico,,31725
870002,PERFILOGRAMA CON CEFALOMETRIA,211127,diagnostico,,31725
211128,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,870002,diagnostico,,28115
870005,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,211128,diagnostico,,28115
211128,RADIOGRAFIA DE PEÑASCOS,870005,diagnostico,,28115
870006,RADIOGRAFIA DE PEÑASCOS,211128,diagnostico,,28115
211128,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,870006,diagnostico,,28115
870007,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,211128,diagnostico,,28115
212129,TOMOGRAFIA LINEAL DE MAXILAR SUPERIOR (55),870007,diagnostico,,31425
870305,TOMOGRAFIA LINEAL DE MAXILAR SUPERIOR (55),212129,diagnostico,,31425
212129,TOMOGRAFIA LINEAL DE MAXILAR INFERIOR (55),870305,diagnostico,,31425
870306,TOMOGRAFIA LINEAL DE MAXILAR INFERIOR (55),212129,diagnostico,,31425
212130,E21126,870306,diagnostico,,8440
E21126,PROYECCIONES ADICIONALES (54),212130,diagnostico,,8440
870301,POLITOMOGRAFIA DE MASTOIDES (UNILATERALO BILATERAL),212131,diagnostico,,84985
212131,POLITOMOGRAFIA DE CONDUCTOS AUDITIVOS INTERNOS,870301,diagnostico,,84985
870302,POLITOMOGRAFIA DE CONDUCTOS AUDITIVOS INTERNOS,212131,diagnostico,,84985
212131,POLITOMOGRAFIA DE ARTICULACIONES TEMPOROMANDIBULARES,870302,diagnostico,,84985
870303,POLITOMOGRAFIA DE ARTICULACIONES TEMPOROMANDIBULARES,212131,diagnostico,,84985
212131,POLITOMOGRAFIA DE RINOFARINGE,870303,diagnostico,,84985
870307,POLITOMOGRAFIA DE RINOFARINGE,212131,diagnostico,,84985
212131,POLITOMOGRAFIA SEMIAXIAL DE NARIZ,870307,diagnostico,,84985
870308,POLITOMOGRAFIA SEMIAXIAL DE NARIZ,212131,diagnostico,,84985
212132,TOMOGRAFIA FUNCIONAL DE LARINGE,870308,diagnostico,,48655
870310,TOMOGRAFIA FUNCIONAL DE LARINGE,212132,diagnostico,,48655
211133,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO (237),870310,diagnostico,,21980
870601,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO (237),211133,diagnostico,,21980
211133,RADIOGRAFIA DE CAVUM FARINGEO,870601,diagnostico,,21980
870602,RADIOGRAFIA DE CAVUM FARINGEO,211133,diagnostico,,21980
211133,RADIOGRAFIA DE FARINGE [FARINGOGRAFIA],870602,diagnostico,,21980
870603,RADIOGRAFIA DE FARINGE [FARINGOGRAFIA],211133,diagnostico,,21980
212440,M21452,870603,diagnostico,,54990
M21452,FLUOROSCOPIA PARA CUERPO EXTRAÑO ENDO-OCULAR (SWEET),212440,diagnostico,,54990
871010,RADIOGRAFIA DE COLUMNA CERVICAL,211141,diagnostico,,24055
211141,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,871010,diagnostico,,24055
871019,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,211141,diagnostico,,24055
211142,RADIOGRAFIA DE COLUMNA TORACICA,871019,diagnostico,,23545
871020,RADIOGRAFIA DE COLUMNA TORACICA,211142,diagnostico,,23545
211142,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,871020,diagnostico,,23545
871030,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,211142,diagnostico,,23545
211143,RADIOGRAFIA DE COLUMNA LUMBOSACRA,871030,diagnostico,,29340
871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,211143,diagnostico,,29340
211144,RADIOGRAFIA DE SACRO COCCIX,871040,diagnostico,,23685
871050,RADIOGRAFIA DE SACRO COCCIX,211144,diagnostico,,23685
212145,M21144,871050,diagnostico,,40940
M21144,TEST DE ESCOLIOSIS,212145,diagnostico,,40940
M21145,"PROYECCIONES DINÁMICAS O ADICIONALES. TOMOGRAFÍA LINEAL DE COLUMNA; AL VALOR DEL EXAMEN, AGREGAR",211146,diagnostico,,8440
871404,"TOMOGRAFIA LINEAL DE COLUMNA (CERVICAL, TORACICA O LUMBAR) (238)",212147,diagnostico,,38540
871111,RADIOGRAFIA DE REJA COSTAL,211201,diagnostico,,20660
211201,"RADIOGRAFIA DE TORAX (P.A.ó A.P.y LATERAL, DECUBITO LATERAL, OBLICUAS ó LATERAL CON BARIO)",871111,diagnostico,,20660
871121,"RADIOGRAFIA DE TORAX (P.A.ó A.P.y LATERAL, DECUBITO LATERAL, OBLICUAS ó LATERAL CON BARIO)",211201,diagnostico,,20660
211202,"FLUOROSCOPIA PULMONAR, MOVILIDAD - DIAFRAGMATICA",871121,diagnostico,,13785
871181,"FLUOROSCOPIA PULMONAR, MOVILIDAD - DIAFRAGMATICA",211202,diagnostico,,13785
211203,RADIOGRAFIA DE ESTERNON,871181,diagnostico,,18875
871112,RADIOGRAFIA DE ESTERNON,211203,diagnostico,,18875
211203,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,871112,diagnostico,,18875
871129,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,211203,diagnostico,,18875
212204,"RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO",871129,diagnostico,,39795
871208,"RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO",212204,diagnostico,,39795
211205,APICOGRAMA (55),871208,diagnostico,,10895
871202,APICOGRAMA (55),211205,diagnostico,,10895
212206,M21206,871202,diagnostico,,69650
M21206,TOMOGRAFÍA DE TÓRAX A.P.,212206,diagnostico,,69650
871402,TOMOGRAFIA DE TORAX EN DOS PROYECCIONES,212207,diagnostico,,81695
212208,TOMOGRAFIA DE MEDIASTINO Y TRAQUEA,871402,diagnostico,,81820
871403,TOMOGRAFIA DE MEDIASTINO Y TRAQUEA,212208,diagnostico,,81820
212209,XEROMAMOGRAFIA O MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA,871403,diagnostico,,57780
876801,XEROMAMOGRAFIA O MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA,212209,diagnostico,,57780
211210,"XEROMAMOGRAFIA O MAMOGRAFIA, BILATERAL",876801,diagnostico,,73100
876802,"XEROMAMOGRAFIA O MAMOGRAFIA, BILATERAL",211210,diagnostico,,73100
212211,FLUOROSCOPIA COMO GUÌA DE PROCEDIMIENTOS QUIRURGICOS O INTERVENCIONISTAS EN TORAX (349),876802,diagnostico,,66160
871182,FLUOROSCOPIA COMO GUÌA DE PROCEDIMIENTOS QUIRURGICOS O INTERVENCIONISTAS EN TORAX (349),212211,diagnostico,,66160
M21209,POLITOMOGRAFIA DE TORAX,871182,diagnostico,,48170
872002,RADIOGRAFIA DE ABDOMEN SIMPLE,211301,diagnostico,,24370
211302,RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO),872002,diagnostico,,32350
872011,RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO),211302,diagnostico,,32350
212303,PIELOGRAFIA RETROGRADA O ANTEROGRADA,872011,diagnostico,,34320
877815,PIELOGRAFIA RETROGRADA O ANTEROGRADA,212303,diagnostico,,34320
212303,PIELOGRAFIA RETROGRADA A TRAVES DE CATETER DEJADO EN EL URETER O A TRAVES DE URETEROSTOMIA,877815,diagnostico,,34320
877814,PIELOGRAFIA RETROGRADA A TRAVES DE CATETER DEJADO EN EL URETER O A TRAVES DE URETEROSTOMIA,212303,diagnostico,,34320
212304,UROGRAFIA INTRAVENOSA (342),877814,diagnostico,,54795
877802,UROGRAFIA INTRAVENOSA (342),212304,diagnostico,,54795
212305,UROGRAFIA CON NEFROTOMOGRAFIA,877802,diagnostico,,64805
877801,UROGRAFIA CON NEFROTOMOGRAFIA,212305,diagnostico,,64805
M21305,E21305,877801,diagnostico,,37310
872780,FLUOROSCOPIA GUIA PARA LITOTRIPSIA O DISOLUCION DE CALCULOS RENALES,213451,diagnostico,,123910
213448,"FLUOROSCOPIA GUIA EN PROCEDIMIENTO INTERVENCIONISTA O QUIRURGICO EN VIAS DIGESTIVAS, RIÑÒN Y TRACTO URINARIO (343)",872780,diagnostico,,125340
872070,"FLUOROSCOPIA GUIA EN PROCEDIMIENTO INTERVENCIONISTA O QUIRURGICO EN VIAS DIGESTIVAS, RIÑÒN Y TRACTO URINARIO (343)",213448,diagnostico,,125340
872510,COLECISTOGRAFIA ORAL,212320,diagnostico,,39580
212321,M21322,872510,diagnostico,,37310
M21322,COLANGIOGRAFÍA OPERATORIA,212321,diagnostico,,37310
M21323,COLANGIOGRAFÍA POST-OPERATORIA,212322,diagnostico,,30390
872520,COLANGIOGRAFIA - TOMOGRAFIA,212325,diagnostico,,55135
212326,COLECISTOGRAFIA- TOMOGRAFIA,872520,diagnostico,,47390
872530,COLECISTOGRAFIA- TOMOGRAFIA,212326,diagnostico,,47390
212327,FLUOROSCOPIA GUIA PARA PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA EN VIAS BILIARES (416),872530,diagnostico,,47390
872580,FLUOROSCOPIA GUIA PARA PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA EN VIAS BILIARES (416),212327,diagnostico,,47390
871320,RADIOGRAFIA DE ESOFAGO,212330,diagnostico,,25755
212331,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL",871320,diagnostico,,56695
872123,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL",212331,diagnostico,,56695
212332,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO)",872123,diagnostico,,59520
872121,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO)",212332,diagnostico,,59520
212333,RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL,872121,diagnostico,,52925
872101,RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL,212333,diagnostico,,52925
212334,RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE,872101,diagnostico,,64990
872102,RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE,212334,diagnostico,,64990
212336,RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA,872102,diagnostico,,53400
872104,RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA,212336,diagnostico,,53400
212336,RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE,872104,diagnostico,,60225
872105,RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE,212336,diagnostico,,60225
212337,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE",872105,diagnostico,,65830
872122,"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE",212337,diagnostico,,65830
212338,FARINGOGRAFIA Y ESOFAGOGRAMA CON CINE O VIDEO [ESTUDIO DE LA DEGLUCION],872122,diagnostico,,133360
874910,FARINGOGRAFIA Y ESOFAGOGRAMA CON CINE O VIDEO [ESTUDIO DE LA DEGLUCION],212338,diagnostico,,133360
M21336,E21336,874910,diagnostico,,53400
874111,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),213400,diagnostico,,520645
213400,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),874111,diagnostico,,310030
874113,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),213400,diagnostico,,310030
213400,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),874113,diagnostico,,520645
874121,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA EXTRACRANENANA (56),213400,diagnostico,,520645
213400,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),874121,diagnostico,,310030
874123,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA EXTRACRANEANA (56),213400,diagnostico,,310030
213400,ARTERIOGRAFIA DE CAROTIDA BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (56),874123,diagnostico,,520645
874125,ARTERIOGRAFIA DE CAROTIDA BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (56),213400,diagnostico,,520645
213400,ARTERIOGRAFIA VERTEBRAL SELECTIVA EXTRACRANEANA (56),874125,diagnostico,,310030
874131,ARTERIOGRAFIA VERTEBRAL SELECTIVA EXTRACRANEANA (56),213400,diagnostico,,310030
213400,ARTERIOGRAFIA DE VERTEBRAL BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (350),874131,diagnostico,,520645
874134,ARTERIOGRAFIA DE VERTEBRAL BILATERAL SELECTIVA EXTRACRANEANA CON AORTOGRAMA DE CAYADO (350),213400,diagnostico,,520645
213401,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA INTRACRANEANA (57),874134,diagnostico,,685640
874112,ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA INTRACRANEANA (57),213401,diagnostico,,685640
213401,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),874112,diagnostico,,411385
874114,ARTERIOGRAFIA DE CAROTIDA EXTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),213401,diagnostico,,411385
213401,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA INTRACRANENANA (57),874114,diagnostico,,685640
874122,ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA INTRACRANENANA (57),213401,diagnostico,,685640
213401,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),874122,diagnostico,,411385
874124,ARTERIOGRAFIA DE CAROTIDA INTERNA UNILATERAL SELECTIVA INTRACRANEANA (57),213401,diagnostico,,411385
213401,ARTERIOGRAFIA VERTEBRAL SELECTIVA INTRACRANEANA (57),874124,diagnostico,,411385
874132,ARTERIOGRAFIA VERTEBRAL SELECTIVA INTRACRANEANA (57),213401,diagnostico,,411385
213401,ARTERIOGRAFIA VERTEBRAL BILATERAL SELECTIVA CON CAROTIDAS (PANANGIOGRAFIA) (351),874132,diagnostico,,788485
874133,ARTERIOGRAFIA VERTEBRAL BILATERAL SELECTIVA CON CAROTIDAS (PANANGIOGRAFIA) (351),213401,diagnostico,,788485
213402,CISTERNOGRAFIA SOD,874133,diagnostico,,483030
874200,CISTERNOGRAFIA SOD,213402,diagnostico,,483030
213402,VENOGRAFIA SELECTIVA DIAGNOSTICA DE CABEZA Y CUELLO (UNO O MAS VASOS) SOD (352),874200,diagnostico,,483030
874300,VENOGRAFIA SELECTIVA DIAGNOSTICA DE CABEZA Y CUELLO (UNO O MAS VASOS) SOD (352),213402,diagnostico,,483030
213403,"ANGIOGRAFIA ESPINAL POR SEGMENTO (CERVICAL, TORACICO O LUMBAR) SOD",874300,diagnostico,,472495
875100,"ANGIOGRAFIA ESPINAL POR SEGMENTO (CERVICAL, TORACICO O LUMBAR) SOD",213403,diagnostico,,472495
213404,MIELOGRAFIA CERVICAL,875100,diagnostico,,263920
875510,MIELOGRAFIA CERVICAL,213404,diagnostico,,263920
213405,MIELOGRAFIA TOTAL DE COLUMNA (364),875510,diagnostico,,431655
875501,MIELOGRAFIA TOTAL DE COLUMNA (364),213405,diagnostico,,431655
213405,MIELOGRAFIA TORACICA,875501,diagnostico,,167740
875520,MIELOGRAFIA TORACICA,213405,diagnostico,,167740
213405,MIELOGRAFIA LUMBAR,875520,diagnostico,,167740
875530,MIELOGRAFIA LUMBAR,213405,diagnostico,,167740
213406,DISCOGRAFIA CERVICAL (UN DISCO),875530,diagnostico,,150760
875411,DISCOGRAFIA CERVICAL (UN DISCO),213406,diagnostico,,150760
213406,DISCOGRAFIA SEGMENTO TORACICO (UN DISCO),875411,diagnostico,,150760
875421,DISCOGRAFIA SEGMENTO TORACICO (UN DISCO),213406,diagnostico,,150760
213406,DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO),875421,diagnostico,,150760
875431,DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO),213406,diagnostico,,150760
213406,"DISCOGRAFIA LUMBOSACRA, (UN DISCO)",875431,diagnostico,,150760
875441,"DISCOGRAFIA LUMBOSACRA, (UN DISCO)",213406,diagnostico,,150760
213407,DISCOGRAFIA CERVICAL (DOS O MAS DISCOS),875441,diagnostico,,379795
875412,DISCOGRAFIA CERVICAL (DOS O MAS DISCOS),213407,diagnostico,,379795
213407,DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS),875412,diagnostico,,379795
875422,DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS),213407,diagnostico,,379795
213407,DISCOGRAFIA DE SEGMENTO LUMBAR (DOS O MAS DISCOS),875422,diagnostico,,379795
875432,DISCOGRAFIA DE SEGMENTO LUMBAR (DOS O MAS DISCOS),213407,diagnostico,,379795
213407,"DISCOGRAFIA LUMBOSACRA, (DOS O MAS DISCOS)",875432,diagnostico,,379795
875442,"DISCOGRAFIA LUMBOSACRA, (DOS O MAS DISCOS)",213407,diagnostico,,379795
213408,ARTERIOGRAFIA RENAL BILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,875442,diagnostico,,531050
877121,ARTERIOGRAFIA RENAL BILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,213408,diagnostico,,531050
213408,ARTERIOGRAFIA RENAL UNILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,877121,diagnostico,,318630
877122,ARTERIOGRAFIA RENAL UNILATERAL SELECTIVA CON AORTOGRAMA ABDOMINAL,213408,diagnostico,,318630
213409,ARTERIOGRAFIA PERIFERICA A TRAVES DE CATETER PREVIAMENTE COLOCADO,877122,diagnostico,,129980
878912,ARTERIOGRAFIA PERIFERICA A TRAVES DE CATETER PREVIAMENTE COLOCADO,213409,diagnostico,,129980
213410,ESPLENOPORTOGRAFIA ARTERIAL,878912,diagnostico,,242825
877161,ESPLENOPORTOGRAFIA ARTERIAL,213410,diagnostico,,242825
213411,AORTOGRAMA TORACICO,877161,diagnostico,,230830
876110,AORTOGRAMA TORACICO,213411,diagnostico,,230830
213412,AORTOGRAMA ABDOMINAL POR CATETERISMO BRAQUIAL RETROGRADO O POR CATETERISMO FEMORAL,876110,diagnostico,,230830
872201,AORTOGRAMA ABDOMINAL POR CATETERISMO BRAQUIAL RETROGRADO O POR CATETERISMO FEMORAL,213412,diagnostico,,230830
213412,AORTOGRAMA ABDOMINAL,872201,diagnostico,,230830
877110,AORTOGRAMA ABDOMINAL,213412,diagnostico,,230830
213412,AORTOGRAMA ABDOMINAL POR SERIOGRAFIA,877110,diagnostico,,230830
877111,AORTOGRAMA ABDOMINAL POR SERIOGRAFIA,213412,diagnostico,,230830
213413,ARTERIOGRAFIA PULMONAR,877111,diagnostico,,304165
876130,ARTERIOGRAFIA PULMONAR,213413,diagnostico,,304165
213413,ARTERIOGRAFIA PULMONAR NO SELECTIVA O POR INYECCION VENOSA,876130,diagnostico,,125175
876137,ARTERIOGRAFIA PULMONAR NO SELECTIVA O POR INYECCION VENOSA,213413,diagnostico,,125175
213413,FLEBOGRAFIA TORACICA: VENAS PULMONARES,876137,diagnostico,,178250
876320,FLEBOGRAFIA TORACICA: VENAS PULMONARES,213413,diagnostico,,178250
213414,ARTERIOGRAFIA TORACICA DE ARTERIA MAMARIA INTERNA (58),876320,diagnostico,,399955
876140,ARTERIOGRAFIA TORACICA DE ARTERIA MAMARIA INTERNA (58),213414,diagnostico,,399955
213414,ARTERIOGRAFIA SELECTIVA TORACICA DE OTROS VASOS NCOC (58),876140,diagnostico,,399955
876190,ARTERIOGRAFIA SELECTIVA TORACICA DE OTROS VASOS NCOC (58),213414,diagnostico,,399955
213414,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD SUPERIOR (58),876190,diagnostico,,373120
878101,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD SUPERIOR (58),213414,diagnostico,,373120
213414,ARTERIOGRAFIA PERIFERICA DE MIEMBROS SUPERIORES BILATERAL CON AORTOGRAMA TORACICO,878101,diagnostico,,624770
878111,ARTERIOGRAFIA PERIFERICA DE MIEMBROS SUPERIORES BILATERAL CON AORTOGRAMA TORACICO,213414,diagnostico,,624770
213415,ARTERIOGRAFIA SUPRARRENAL BILATERAL SELECTIVA,878111,diagnostico,,475455
877131,ARTERIOGRAFIA SUPRARRENAL BILATERAL SELECTIVA,213415,diagnostico,,475455
213415,ARTERIOGRAFIA SUPRARRENAL UNILATERAL SELECTIVA,877131,diagnostico,,325970
877132,ARTERIOGRAFIA SUPRARRENAL UNILATERAL SELECTIVA,213415,diagnostico,,325970
213415,"ARTERIOGRAFIA ABDOMINAL SELECTIVA DE ARTERIA GASTRODUODENAL, O TRONCO CELIACO, O MESENTERICA SUPERIOR O MESENTERICA INFERIOR",877132,diagnostico,,543280
877141,"ARTERIOGRAFIA ABDOMINAL SELECTIVA DE ARTERIA GASTRODUODENAL, O TRONCO CELIACO, O MESENTERICA SUPERIOR O MESENTERICA INFERIOR",213415,diagnostico,,543280
213415,ARTERIOGRAFIA PELVICA SELECTIVA O SUPRASELECTIVA,877141,diagnostico,,325970
877171,ARTERIOGRAFIA PELVICA SELECTIVA O SUPRASELECTIVA,213415,diagnostico,,325970
213416,ARTERIOGRAFIA PULMONAR BILATERAL CON CATETERISMO DERECHO,877171,diagnostico,,635095
876131,ARTERIOGRAFIA PULMONAR BILATERAL CON CATETERISMO DERECHO,213416,diagnostico,,635095
213416,ARTERIOGRAFIA PULMONAR BILATERAL SELECTIVA,876131,diagnostico,,478270
876132,ARTERIOGRAFIA PULMONAR BILATERAL SELECTIVA,213416,diagnostico,,478270
213417,AORTOGRAMA ABDOMINAL Y ESTUDIO DE MIEMBROS INFERIORES,876132,diagnostico,,543280
872202,AORTOGRAMA ABDOMINAL Y ESTUDIO DE MIEMBROS INFERIORES,213417,diagnostico,,543280
213417,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD INFERIOR POR PUNCION (151),872202,diagnostico,,300015
878201,ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD INFERIOR POR PUNCION (151),213417,diagnostico,,300015
213417,ARTERIOGRAFIA PERIFERICA DE MIEMBROS INFERIORES BILATERAL CON AORTOGRAMA ABDOMINAL,878201,diagnostico,,543280
878211,ARTERIOGRAFIA PERIFERICA DE MIEMBROS INFERIORES BILATERAL CON AORTOGRAMA ABDOMINAL,213417,diagnostico,,543280
213418,OCLUSION DE VASOS DE MIEMBROS SUPERIORES POR VIA ENDOVASCULAR (78),878211,diagnostico,,358385
385320,OCLUSION DE VASOS DE MIEMBROS SUPERIORES POR VIA ENDOVASCULAR (78),213418,diagnostico,,358385
213418,OCLUSION DE VASOS TORACICOS POR VIA ENDOVASCULAR,385320,diagnostico,,358385
385520,OCLUSION DE VASOS TORACICOS POR VIA ENDOVASCULAR,213418,diagnostico,,358385
213418,OCLUSION DE ARTERIAS ABDOMINALES POR VIA ENDOVASCULAR,385520,diagnostico,,358385
385620,OCLUSION DE ARTERIAS ABDOMINALES POR VIA ENDOVASCULAR,213418,diagnostico,,358385
213418,OCLUSION DE VENAS INTRAABDOMINALES POR VIA ENDOVASCULAR,385620,diagnostico,,358385
385720,OCLUSION DE VENAS INTRAABDOMINALES POR VIA ENDOVASCULAR,213418,diagnostico,,358385
213418,OCLUSION DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,385720,diagnostico,,358385
385820,OCLUSION DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,213418,diagnostico,,358385
213418,OCLUSION DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,385820,diagnostico,,358385
385920,OCLUSION DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR,213418,diagnostico,,358385
213418,REPARACION DE FISTULA ARTERIOVENOSA POR EMBOLIZACION,385920,diagnostico,,358385
395302,REPARACION DE FISTULA ARTERIOVENOSA POR EMBOLIZACION,213418,diagnostico,,358385
213419,FARMACOANGIOGRAFIA PERCUTANEA,395302,diagnostico,,291145
878922,FARMACOANGIOGRAFIA PERCUTANEA,213419,diagnostico,,291145
213420,ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON NCOC (59),878922,diagnostico,,717465
395060,ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON NCOC (59),213420,diagnostico,,717465
